review,tokens,food,service,ambience,price
"Admirable restaurant food quality. I ordered chicken and fried beef. In mere minutes, the waiter immediately responded to my orders. It was completely stunning and breathtaking. It made my heart melt! Profoundly recommended an excellent ","restaurant,food,quality,chicken,beef,minutes,waiter,orders,heart,melt",1,1,0,0
One of the finest restaurants I've had here in my city! No long wait to see the arrival of the ordered food. Everything that I ordered tasted perfect and great compared to other restaurants I've been to before. I really enjoy dining in this ,"restaurants,city,arrival,food",1,0,0,0
Love their cornbeef sandwich with coleslaw!!,"cornbeef,sandwich",1,0,0,0
We enjoyed our brunch there. Atmosphere was pleasant and service was good.,"brunch,atmosphere,service",1,1,1,0
Old school classic . The food is very good the wait not so great ..,"school,classic,food,wait",1,1,0,0
"The best pastrami, great rye bread. What else can one day this is a Los Angeles classic!","pastrami,rye,bread,day,classic",1,0,0,0
"Pastrami hot sandwich is bomb. Their roast beef with the auju sauce is so so good. The meat has great flavor, the bread and sauce complement it  Try it!","sandwich,bomb,roast,beef,auju,sauce,meat,flavor,bread,complement",1,0,0,0
"Polite service, godlike pastrami, let my 90 year old grandfather sit while they prepared our lunch. I couldn't complain even if I wanted to.","service,pastrami,year,grandfather,lunch",1,1,0,0
"In your restaurant, very cheap and tasty Italian food is open! I have not regretted my decision to have dinner at the restaurant. The rates were also pocket-friendly. What a lovely eating place! I would certainly recommend your restaurant to all my family and friends!","restaurant,food,decision,dinner,rates,pocket,eating,place,family,friends",1,0,1,0
Hello! Hi! I'm just doing this review to let you know now that the way you treated us tonight was really happy for me and my partner. We had the best date for our wedding anniversary dinner ever! It's really unforgettable because you gave ,"review,way,tonight,partner,date,wedding,anniversary,dinner",1,0,0,0
One of the places that you can believe the hype. No pastrami in L.A can rival Langer's and believe me my mom is a picky lady and she loves their pastrami. My small kids are picky and they love it too. So that's saying something. I love Langer's overall. Their customer service is superb. It's a must have when you are in the area.,"places,hype,pastrami,mom,lady,kids,customer,service,area",0,1,1,0
We order from gold belly and it's really worth it.  Super delicious and the best sandwich I have tasted in the area. The packaging is spot on like everything else.,"gold,belly,sandwich,area,packaging,spot",0,0,1,0
"Way overpriced for a sandwhich.$23.00 for a sandwhich that has half of the meat other deli's offer. Paid additional $3.50 for extra lean corn beef, there was visable fat in the sandwiches. Better off with Brent's, Canters, or anywhere ","way,sandwhich,half,meat,deli,offer,corn,beef,fat,sandwiches",1,0,0,0
Very very very expensive sandwich,sandwich,0,0,0,1
"Excellent Jewish style deli!! Tasty home made meats, sides, and fountain drinks! Great rye bread!","style,deli,home,meats,sides,fountain,drinks,rye,bread",1,0,0,0
Food was excellent and they promptly came out with my curbside order but they made a slight mistake on my order. However they were courteous and credited my card back for the item,"food,order,mistake,card,item",1,0,0,0
Great sandwich. $20 is a hefty price tag.,"sandwich,price,tag",0,0,0,1
"We really enjoyed our lunch in this restaurant. We go home very satisfied and full. All the foods taste so good. We planned to be back here with others. I love the place, the people, and the service.","lunch,restaurant,foods,place,people,service",1,1,1,0
"A fine restaurant in every Department. One can expect to be  treated special by a great, upbeat attentive staff. I had experienced some very fine customer service and i complimented the Manager. He replied to  me that he never wants any ","restaurant,staff,customer,service",0,1,0,0
"Unbelievable menu, though I normally go for the No. 19 with corned beef rather than pastrami, Iove how they cut their meats thicker than most delis so you get the moist taste of the meats and of course their twice baked rye bread is ","menu,.,beef,pastrami,meats,delis,taste,course,rye,bread",1,0,0,0
"We ordered a lot of food to celebrate my birthday. We had a great dinner here in the restaurant last night.  The food was very tasty, and the place was clean. The servers were pleasant. It was a remarkable moment!","lot,food,birthday,dinner,restaurant,night,place,servers,moment",1,1,1,0
Small restaurant that does everything right! Love it. Waitress soooo sweet and the food is to die for.,"restaurant,waitress,soooo,food",1,1,0,0
"I came here during the weekend in the afternoon. Staff were so attentive, and served me will, I ordered the chili cheese fries which were really tasty and enough to feed three people. ","weekend,afternoon,staff,cheese,fries,people",1,1,0,0
"You are the best among the rest! I like your restaurant because of the dishes and staves. The place is so perfect for those who love the elegant and classy ambiance. I thanked the waitress for serving my order immediately. I couldn't ask for more from you, guys! You are strongly recommended to everyone!","rest,restaurant,dishes,staves,place,ambiance,waitress,order,guys",0,1,1,0
"Entered near eleven, it wasn't packed. Really nothing but great experiences here, so I will be back. Prices are appropriate. They have a lot of good reviews for a reason.","experiences,prices,lot,reviews,reason",0,0,1,1
The staff was very welcoming and observant. This place has positive reviews for a reason.,"staff,place,reviews,reason",0,1,1,0
Had a pastrami sandwich. It was quite delicious but expensive ($19.00). Go and try it for yourself your opinion may differ and feel that the price is justified.,"pastrami,sandwich,opinion,price",0,0,0,1
service is prompt even when they are busy. i'll return friends next time. the bill was good for what you get.,"service,friends,time,bill",0,1,0,0
The food was delicious. But the sandwiches almost twenty bucks. 18.75 18.95 something like that. I have to say this was a really small sandwich.REALLY SMALL. ,"food,sandwiches,bucks",1,0,0,0
"I got the cheese burger. It was well seasoned, juicy and well cooked. The pickles came on the side a whole one, cut in half, in a lil bag, that was not ideal, for eating in a car. There was no dine in. Over priced. Not bad for a once in a while, type place.","cheese,burger,pickles,half,lil,bag,car,dine,type,place",1,0,1,0
"Been going here for years. Cannot fault folks for pandemic and lack of dine in service but awful curb side business customer service is lacking. However, my real issue is the food. The quality gets worse with each visit. These $20 plus ","years,folks,pandemic,lack,dine,service,curb,business,customer,issue,food,quality,visit",1,1,0,0
Two words....corned beef and pastrami.  Here is one of LA few remaining institutions that should be on your bucket list.  If you like either of the two then this establishment is 5 stars for any sandwich made with any one of those meats. ,"words,beef,pastrami,institutions,bucket,list,establishment,stars,sandwich,meats",1,0,0,0
One of the best pastrami sandwich one must really try. Customer service excellent! These establishment strictly observe COVID free!,"pastrami,sandwich,customer,service,establishment",0,1,0,0
Iconic deli spot. Recommend the #17 with extra pickles and mustard. Always a must if you're near downtown LA.,"deli,spot,pickles,mustard,downtown",0,0,1,0
Enjoy the corned beef and rye,"beef,rye",1,0,0,0
Excellent food quality. Delivery materials are always stable and very well packaged. A lot of care and thought went into their food and their delivery and it shows.,"food,quality,delivery,materials,lot,care",1,0,0,0
"Carlos our waiter was great very friendly and helped us with all our needs, Food was fantastic I will definitely be back for more","waiter,needs",0,1,0,0
"The establishment itself is well maintained and clean, but it is located in a ungentrified part of LA. It reminded me of Mexico, where there are a lot of street vendors selling drinks and food on about every street corner.  I'm not usually ","establishment,lot,street,vendors,drinks,food,corner",1,0,0,0
"I visited this place because I saw it on California's Gold. It was DELICIOUS! Just super pricey, but goodness, it was worth it! I got a pastrami with coleslaw on it & pepper jack in lieu of Swiss. Parking situation wasnt ideal, but there is a lot of 7th & Westlake & parking gets validated.","place,gold,pastrami,coleslaw,lieu,parking,situation,lot,7th",0,0,1,0
I can't say anything about the food because the parking lot was closed during the lunch hour... didn't make sense. The parking attendent was rude.,"food,parking,lot,lunch,hour,sense,attendent",1,0,0,0
"It's a Landmark, food is a bit pricey for the neighborhood.  Great variety options","food,bit,neighborhood,variety,options",1,0,0,0
"The World's best Pastrami sandwich, hands down! Over 10 years ago I had this sandwich in my early 20's, way back when my food palette and appreciation for good quality food was non existent. I remember thinking that this pastrami was ","sandwich,years,food,palette,appreciation,quality,pastrami",1,0,0,0
